,YieldScopePriority_X,YieldScopePriority_Y,IsYieldForEnabled,IsYieldedEnabled,TokenAllocation,QuotaTokens,TotalWaitingTimeInMins,IsQuotaFullyLoad,isExceedSLA,Priority
414,,,1,1,500,7506,24.99280205,1,FALSE,116
569,,,1,1,253,7506,10.61155715,1,FALSE,116
711,,,1,1,350,7635,7.582836363,1,FALSE,116
795,,,1,1,500,7635,17.48053332,1,FALSE,116
804,,,1,1,234,2339,65.45471327,1,FALSE,116
866,,,1,1,500,7506,12.9563979,1,FALSE,116
21,,,1,1,234,2339,46.33296895,1,FALSE,117
51,,,1,1,350,7635,1.200447047,1,FALSE,117
60,,,1,1,350,7506,10.18474273,1,FALSE,117
99,,,1,1,500,7506,0.98895686,1,FALSE,117
149,,,1,1,500,7506,0.791651097,1,FALSE,117
172,,,1,1,350,7506,2.717800678,1,FALSE,117
178,,,1,1,500,7635,4.571238135,1,FALSE,117
188,,,1,1,500,7506,1.026603085,1,FALSE,117
281,,,1,1,234,2705,53.69674689,1,FALSE,117
285,,,1,1,350,7635,0.516110842,1,FALSE,117
308,,,1,1,500,7506,0.687693072,1,FALSE,117
322,,,1,1,499,7635,9.864418868,1,FALSE,117
329,,,1,0,500,9239,0.231259837,1,FALSE,117
352,,,1,1,500,7506,4.069760393,1,FALSE,117
364,,,1,1,234,7635,0.321850902,1,FALSE,117
427,,,1,1,500,7506,0.181237593,1,FALSE,117
453,,,1,1,500,7635,4.72620449,1,FALSE,117
464,,,1,1,500,7635,6.207393537,1,FALSE,117
467,,,1,1,500,7506,0.033192812,1,FALSE,117
478,,,1,1,500,7506,10.90158678,1,FALSE,117
503,,,1,1,500,7506,0.30690297,1,FALSE,117
511,,,1,1,499,7635,1.107735422,1,FALSE,117
534,,,1,1,700,10099,1.210340473,1,FALSE,117
538,,,1,1,350,7635,1.947261243,1,FALSE,117
567,,,1,1,500,7506,2.157397048,1,FALSE,117
577,,,1,1,500,7506,0.356545107,1,FALSE,117
625,,,1,1,500,7506,1.04704426,1,FALSE,117
663,,,1,1,500,7506,2.24515151,1,FALSE,117
874,,,1,1,500,2705,86.48712489,1,FALSE,117
886,,,1,1,500,7635,0.898114838,1,FALSE,117
896,,,1,1,500,7506,1.10375197,1,FALSE,117
901,,,1,1,234,7635,0.057707835,1,FALSE,117
917,,,1,1,234,7635,5.418114313,1,FALSE,117
925,,,1,1,500,7635,3.378411085,1,FALSE,117
955,,,1,1,500,7635,5.208262797,1,FALSE,117
79,,,1,1,233,2339,34.21524499,1,FALSE,118
158,,,1,1,500,7635,0.60667118,1,FALSE,118
219,,,1,1,234,2339,30.69271981,1,FALSE,118
483,,,1,1,233,2339,26.17180832,1,FALSE,118
484,,,1,1,234,2339,34.51049631,1,FALSE,118
580,,,1,1,350,2705,0.523462268,1,FALSE,118
884,,,1,1,234,2339,35.59071756,1,FALSE,118
892,,,1,1,500,2339,33.80963143,1,FALSE,118
910,,,1,1,350,7506,2.498790298,1,FALSE,118
920,1,0,1,1,1500,10164,0.181368443,1,FALSE,118
3,,,1,1,234,2705,23.29498908,1,FALSE,119
10,,,1,1,234,2339,24.78468765,1,FALSE,119
17,,,1,1,349,2339,30.19356791,1,FALSE,119
23,,,1,1,234,2705,17.37978767,1,FALSE,119
25,,,1,1,234,2339,19.01295517,1,FALSE,119
30,,,1,1,700,7506,12.98947689,1,FALSE,119
81,,,1,1,499,2339,3.644789123,1,FALSE,119
82,,,1,1,350,2705,27.82037888,1,FALSE,119
125,,,1,1,233,2339,16.23560052,1,FALSE,119
239,,,1,1,234,2339,12.77288512,1,FALSE,119
325,,,1,1,234,2339,13.226955,1,FALSE,119
336,,,1,1,234,2705,9.038029402,1,FALSE,119
405,,,1,1,233,2339,19.62833105,1,FALSE,119
616,,,1,1,233,2339,24.99658038,1,FALSE,119
718,,,1,1,233,2705,19.012066,1,FALSE,119
773,,,1,1,234,2339,16.82795513,1,FALSE,119
781,,,1,1,234,2705,10.51046796,1,FALSE,119
880,,,1,1,234,2705,15.93748851,1,FALSE,119
911,,,1,1,233,2339,21.60795231,1,FALSE,119
971,,,1,1,1200,9239,55.46430302,1,FALSE,119
32,1,0,1,1,190,10164,0.05659517,1,FALSE,120
42,,,1,1,234,2705,5.531649553,1,FALSE,120
43,,,1,1,234,2339,0.413627372,1,FALSE,120
65,,,1,1,234,2339,0.850722217,1,FALSE,120
70,,,1,1,234,2705,8.208075927,1,FALSE,120
75,,,1,1,233,2339,3.739314287,1,FALSE,120
94,1,0,1,1,200,10164,9.403057015,1,FALSE,120
128,,,1,1,234,2705,11.19286009,1,FALSE,120
157,,,1,1,234,2339,2.51754734,1,FALSE,120
207,,,1,1,234,2339,1.308599657,1,FALSE,120
266,,,1,1,234,2339,0.716355533,1,FALSE,120
296,,,1,1,233,2705,7.358062847,1,FALSE,120
305,,,1,1,234,2705,1.105552397,1,FALSE,120
312,,,1,1,234,2705,8.299833922,1,FALSE,120
371,,,1,1,234,2339,4.259878748,1,FALSE,120
410,,,1,1,233,2339,4.75383395,1,FALSE,120
442,,,1,1,234,2339,2.91830583,1,FALSE,120
466,,,1,1,234,2705,5.842624915,1,FALSE,120
497,,,1,1,234,2705,1.618117233,1,FALSE,120
528,,,1,1,234,2339,3.11074047,1,FALSE,120
548,,,1,1,500,2339,41.01546344,1,FALSE,120
590,,,1,1,234,2339,0.310396403,1,FALSE,120
608,,,1,1,234,2339,0.08254635,1,FALSE,120
621,,,1,1,233,2339,10.89118766,1,FALSE,120
630,,,1,1,234,2705,0.089233493,1,FALSE,120
648,,,1,1,233,2339,1.063467912,1,FALSE,120
681,,,1,1,499,2339,31.65682852,1,FALSE,120
697,,,1,1,234,2705,1.200704765,1,FALSE,120
721,,,1,1,234,2705,0.973767357,1,FALSE,120
738,,,1,1,234,2339,3.895554082,1,FALSE,120
753,,,1,1,234,2339,3.387016112,1,FALSE,120
757,,,1,1,234,2339,5.306664945,1,FALSE,120
819,,,1,1,234,2339,1.511874612,1,FALSE,120
871,,,1,1,500,2339,45.29206876,1,FALSE,120
963,,,1,1,234,2705,10.60652952,1,FALSE,120
988,,,1,1,234,2339,6.51156287,1,FALSE,120
124,,,1,1,350,2339,27.45216337,1,FALSE,121
139,,,1,1,500,2339,36.604938,1,FALSE,121
307,,,1,1,350,2339,12.19983767,1,FALSE,121
432,,,1,1,349,2339,7.0477268,1,FALSE,121
473,,,1,1,350,2705,1.166566715,1,FALSE,121
494,,,1,1,499,2339,32.13995932,1,FALSE,121
495,,,1,1,1200,7506,35.4555186,1,FALSE,121
559,,,1,1,350,2339,29.99442834,1,FALSE,121
699,,,1,1,350,2705,17.63898181,1,FALSE,121
771,,,1,1,350,2339,11.69371805,1,FALSE,121
101,,,1,1,500,2339,21.98747937,1,FALSE,122
295,,,1,1,700,2339,14.10561614,1,FALSE,122
401,,,1,1,350,2705,8.127561872,1,FALSE,122
491,,,1,1,499,2339,15.89658183,1,FALSE,122
563,,,1,1,350,2339,7.364872853,1,FALSE,122
629,,,1,1,500,2339,21.11293029,1,FALSE,122
643,,,1,1,499,2339,19.90255266,1,FALSE,122
651,,,1,1,349,2705,3.886195273,1,FALSE,122
659,,,1,1,380,0,52.86558711,1,FALSE,122
692,,,1,1,1200,7506,10.02096681,1,FALSE,122
900,,,1,1,1200,2705,18.65995077,1,FALSE,122
930,,,1,1,1200,7506,14.78765457,1,FALSE,122
990,,,1,1,500,2339,23.57874787,1,FALSE,122
46,,,1,1,500,2339,0.631433488,1,FALSE,123
121,,,1,1,499,2339,0.91972592,1,FALSE,123
136,,,1,1,500,2705,2.045617483,1,FALSE,123
175,,,1,1,700,2339,3.812492965,1,FALSE,123
182,,,1,1,500,2705,0.484837322,1,FALSE,123
225,,,1,1,500,2339,1.280901172,1,FALSE,123
245,,,1,1,1200,7506,0.840144058,1,FALSE,123
271,,,1,1,1200,7506,0.082026115,1,FALSE,123
288,,,1,1,500,2339,8.861867167,1,FALSE,123
333,,,1,1,500,2339,0.539106957,1,FALSE,123
337,,,1,1,500,2339,12.14134396,1,FALSE,123
362,,,1,1,500,2339,3.207355017,1,FALSE,123
369,,,1,1,500,2339,5.888374992,1,FALSE,123
399,,,1,1,500,2339,10.53260174,1,FALSE,123
412,,,1,1,500,2339,6.015441815,1,FALSE,123
415,,,1,1,500,2705,0.670460803,0,FALSE,123
444,,,1,1,500,2705,0.706909902,1,FALSE,123
578,,,1,1,500,2339,2.57013386,1,FALSE,123
584,,,1,1,500,2705,0.350638522,1,FALSE,123
640,,,1,1,500,2339,0.883789575,1,FALSE,123
644,,,1,1,499,2339,0.088534878,1,FALSE,123
695,,,1,1,1200,7506,2.603214688,1,FALSE,123
700,,,1,1,1200,7506,0.48147959,1,FALSE,123
756,,,1,1,499,2339,4.406203248,1,FALSE,123
779,,,1,1,499,2339,5.61731712,1,FALSE,123
802,,,1,1,700,2339,0.093483432,1,FALSE,123
813,,,1,1,1200,7506,2.351654203,1,FALSE,123
816,,,1,1,500,2705,5.043704308,1,FALSE,123
818,,,1,1,500,2705,0.076296743,1,FALSE,123
846,,,1,1,500,2339,1.181878552,1,FALSE,123
860,,,1,1,1200,7506,1.71445107,1,FALSE,123
875,,,1,1,1199,2705,9.878015158,1,FALSE,123
923,,,1,1,1200,7506,0.239566642,1,FALSE,123
937,,,1,1,500,2339,0.975677335,1,FALSE,123
964,,,1,1,499,2339,8.019250055,1,FALSE,123
981,,,1,1,500,2339,4.802573227,1,FALSE,123
998,,,1,1,500,2339,1.425421743,1,FALSE,123
50,,,1,1,1200,2339,6.582315362,1,FALSE,124
231,,,1,1,1200,2339,0.447635912,1,FALSE,124
403,,,1,1,700,2705,4.588255558,1,FALSE,124
746,,,1,1,1200,2705,2.822736267,1,FALSE,124
440,,,1,1,1200,2339,11.23992124,1,FALSE,125
744,,,1,1,234,92,0.320735363,1,FALSE,125
