,YieldScopePriority_X,YieldScopePriority_Y,IsYieldForEnabled,IsYieldedEnabled,TokenAllocation,QuotaTokens,TotalWaitingTimeInMins,IsQuotaFullyLoad,SLA,Priority
515,,,1,1,500,2705,9.520215903,1,FALSE,190
337,,,1,1,500,2339,12.14134396,1,FALSE,190
399,,,1,1,500,2339,10.53260174,1,FALSE,190
875,,,1,1,1199,2705,9.878015158,1,FALSE,190
964,,,1,1,499,2339,8.019250055,1,FALSE,190
440,,,1,1,1200,2339,11.23992124,1,FALSE,190
288,,,1,1,500,2339,8.861867167,1,FALSE,191
369,,,1,1,500,2339,5.888374992,1,FALSE,191
412,,,1,1,500,2339,6.015441815,1,FALSE,191
756,,,1,1,499,2339,4.406203248,1,FALSE,191
779,,,1,1,499,2339,5.61731712,1,FALSE,191
816,,,1,1,500,2705,5.043704308,1,FALSE,191
981,,,1,1,500,2339,4.802573227,1,FALSE,191
46,,,1,1,500,2339,0.631433488,1,FALSE,192
121,,,1,1,499,2339,0.91972592,1,FALSE,192
136,,,1,1,500,2705,2.045617483,1,FALSE,192
175,,,1,1,700,2339,3.812492965,1,FALSE,192
182,,,1,1,500,2705,0.484837322,1,FALSE,192
225,,,1,1,500,2339,1.280901172,1,FALSE,192
245,,,1,1,1200,7506,0.840144058,1,FALSE,192
271,,,1,1,1200,7506,0.082026115,1,FALSE,192
333,,,1,1,500,2339,0.539106957,1,FALSE,192
362,,,1,1,500,2339,3.207355017,1,FALSE,192
444,,,1,1,500,2705,0.706909902,1,FALSE,192
578,,,1,1,500,2339,2.57013386,1,FALSE,192
584,,,1,1,500,2705,0.350638522,1,FALSE,192
640,,,1,1,500,2339,0.883789575,1,FALSE,192
644,,,1,1,499,2339,0.088534878,1,FALSE,192
695,,,1,1,1200,7506,2.603214688,1,FALSE,192
700,,,1,1,1200,7506,0.48147959,1,FALSE,192
802,,,1,1,700,2339,0.093483432,1,FALSE,192
813,,,1,1,1200,7506,2.351654203,1,FALSE,192
818,,,1,1,500,2705,0.076296743,1,FALSE,192
846,,,1,1,500,2339,1.181878552,1,FALSE,192
860,,,1,1,1200,7506,1.71445107,1,FALSE,192
923,,,1,1,1200,7506,0.239566642,1,FALSE,192
937,,,1,1,500,2339,0.975677335,1,FALSE,192
998,,,1,1,500,2339,1.425421743,1,FALSE,192
50,,,1,1,1200,2339,6.582315362,1,FALSE,194
403,,,1,1,700,2705,4.588255558,1,FALSE,194
231,,,1,1,1200,2339,0.447635912,1,FALSE,195
746,,,1,1,1200,2705,2.822736267,1,FALSE,195
744,,,1,1,234,92,0.320735363,1,FALSE,196
