JobId,YieldScopePriority_X,YieldScopePriority_Y,IsYieldForEnabled,IsYieldedEnabled,TokenAllocation,QuotaTokens,TotalWaitingTimeInMins,SLA,EstimatedRemainingRunningTimeInMins
b98d7d01-5833-4760-91cd-c915bd32c308,1,0,1,1,39,10687,27.46301308,NULL,360
04cd6b25-de85-45ef-827f-acdb45a4a7ba,NULL,NULL,1,1,100,29125,111.3307329,NULL,360
76a6a19b-ddbd-489d-b7fb-8dfc418875e9,NULL,NULL,1,1,350,7800,0.603333513,NULL,360
2fa46d32-1347-4107-bd3f-cb6c2a7f2a1d,NULL,NULL,1,1,259,9714,128.0488037,NULL,360
724831de-70c1-4382-84cd-c936c63ffb55,1,0,1,1,33,10687,29.56216432,NULL,360
bbc42357-27c4-46e7-8228-f0f9a1fdc7a3,NULL,NULL,1,1,300,29125,41.71446353,NULL,360
d7a63645-b395-4125-ba7d-94c52f001434,NULL,NULL,1,1,234,2150,27.15502534,NULL,360
846fbab8-5496-4c7e-af2a-4aa3166f2d79,NULL,NULL,1,1,234,7500,4.297247962,NULL,360
b75684d0-1adb-4d51-a452-7b06ef74dc30,1,0,1,1,200,10687,0.555070865,NULL,360
5048f2da-73ef-41a3-9e18-7098719d1a1a,NULL,NULL,1,1,234,7800,11.10292354,NULL,360
a6edc53e-eef6-4d99-91f7-68411d9f582e,1,0,1,1,1000,0,0.322353737,00:00.0,360
403f3158-dd54-427d-933c-f89affd70bb5,NULL,NULL,1,1,200,29125,20.72209943,NULL,360
81ff9685-bbfa-404a-a39e-9f4de770b2d5,NULL,NULL,1,1,1000,29125,28.30503473,NULL,360
27530d9a-5800-4ce0-b79d-3e6d9630396a,NULL,NULL,1,0,259,147,15.52340946,NULL,360
b153f40b-1f0e-460f-9805-92cd7ba7ef6b,NULL,NULL,1,1,8000,14572,2.44586928,00:00.0,360
9f32064a-100e-4cd3-9a60-f2d3c8d5bd2a,NULL,NULL,1,1,500,29125,125.8697255,NULL,360
0fd6a35f-4b83-4eac-a439-2f606cb3cbf8,1,0,1,1,21,10687,4.188515677,NULL,360
46307e1e-990f-4df7-982b-76fa280c8879,NULL,NULL,1,1,500,29125,51.32445528,NULL,360
d1db3207-4fc1-4d6d-b1f1-adf5e3b36ea2,NULL,NULL,1,1,400,2150,308.658704,NULL,360
f57ca3eb-d1eb-4240-9b2f-343198c805a7,NULL,NULL,1,1,259,29125,189.2789899,NULL,360
a326b445-68c7-4de4-b5de-cb97849a0b79,NULL,NULL,1,1,250,29125,5.96462883,NULL,360
69c28e90-f2c8-4d5e-bde4-435859f171cb,NULL,NULL,1,1,100,29125,151.0116897,NULL,360
37d116d2-3644-4afe-96b1-6b5e2b5b6166,NULL,NULL,1,1,200,29125,28.61590128,NULL,360
77e70bd1-6c4a-4636-8010-4ba190b78fec,NULL,NULL,1,1,700,7500,31.59367237,NULL,360
6e717de2-5f10-425a-8324-cca981901321,1,0,1,1,500,10687,10.35606585,00:00.0,360
be81935d-016c-4455-9eb9-c3c6a081437e,NULL,NULL,1,1,1000,29125,13.00850439,NULL,360
243bc143-7eaf-4a71-8e11-7d2850c85dd1,NULL,NULL,1,1,700,2800,14.45251217,NULL,360
5cd49920-9cba-4ba4-a3aa-c6fa303840dc,1,0,1,1,51,10687,16.74005816,NULL,360
81f913a4-c67d-4eb5-806e-1d8192429892,NULL,NULL,1,1,259,29125,98.7168368,NULL,360
faea168a-2896-4ebf-af73-e3e710c564c1,NULL,NULL,1,1,400,2150,38.81002706,NULL,360
814e148e-2c1c-44f2-829c-511bbe5ddb74,NULL,NULL,1,1,259,7500,364.5851326,NULL,360
27ecf553-c8b9-4b3e-8dba-4638458bf8f3,1,0,1,1,200,10687,8.431286565,NULL,360
d363e360-586d-4ef4-a51e-bc0f89b7ff95,NULL,NULL,1,1,700,2150,11.41839804,NULL,360
13a87501-b42e-4e9b-9cf9-8f994e20b625,NULL,NULL,1,1,400,2150,2.375583313,NULL,360
e8922e2b-ad3a-4e8f-a905-bb71c4e9a660,NULL,NULL,1,1,400,2150,24.23428249,NULL,360
8ec432df-342f-467f-b575-6983149aa179,NULL,NULL,1,1,350,7500,8.80400289,NULL,360
36165021-395a-4af8-b358-2932f754eeca,NULL,NULL,1,1,1200,7500,2.182150215,NULL,360
66f83700-6e06-405c-8aa3-2f5ebee95920,NULL,NULL,1,1,500,29125,73.54971986,NULL,360
1228fb7b-2492-4aa7-b5a6-7df95412f4c5,1,0,1,1,30,10687,49.23327075,NULL,360
d1cdac50-7c5f-4e44-89cf-f7a0c672566e,1,0,1,1,200,10687,0.84737608,NULL,360
b39e8fed-20d4-4bbc-aa8d-84149b1c106f,NULL,NULL,1,1,824,29125,22.17172678,NULL,360
b64b62de-8813-4c16-93b3-949eddc1aff8,NULL,NULL,1,1,234,7800,0.086433685,NULL,360
491b501d-942b-4a05-830d-9b1534dce52c,NULL,NULL,1,1,400,2150,16.69032035,NULL,360
dc31434c-c183-4e31-9c30-038db8b83b25,1,0,1,1,120,10687,4.48405924,NULL,360
6196e699-1aaf-4b8c-97a9-0d277b7c6de1,1,0,1,1,9,10687,8.604705478,NULL,360
999f5afa-d2e3-4e76-981e-ca0f84d67434,NULL,NULL,1,1,400,2150,34.73441011,NULL,360
d8406d4a-316e-49eb-98d7-005421d53cff,NULL,NULL,1,1,100,29125,0.21359054,NULL,360
05976eff-7c9c-4087-a190-2381525e296f,NULL,NULL,1,1,259,29125,184.4832765,NULL,360
0f39bb41-f852-4422-8a29-dbb7b329ec5d,NULL,NULL,1,1,1000,29125,20.17360228,NULL,360
8991bea8-94de-4148-9b45-419fd0d86ffe,1,0,1,1,60,10687,4.232186482,NULL,360
1f1d3baa-6e69-4370-b8a2-2e50133880b3,NULL,NULL,1,1,259,9714,238.1747919,NULL,360
cb0d3a0d-97f1-4f5b-a8da-7c99ba1e7807,NULL,NULL,1,1,200,29125,43.38946877,NULL,360
66a76af5-62af-4f9c-b090-8471fed6be30,NULL,NULL,1,1,259,29125,42.43879583,NULL,360
fc3c1097-aad4-48c5-b8a9-df71219eec6a,NULL,NULL,1,1,259,29125,182.2127682,NULL,360
650c9441-9827-490c-8f26-6c661ebc8edf,1,0,1,1,250,10687,3.62493505,NULL,360
82d7de1b-bd62-4be6-a81b-594c46201b9a,1,0,1,1,51,10687,10.19435255,NULL,360
123a2a63-bbab-4c86-ac32-9aa751d3a07e,NULL,NULL,1,1,1000,29125,3.745875797,NULL,360
5b9002ac-8fb4-4f62-ad86-9855b23c7d78,NULL,NULL,1,1,200,29125,208.0096646,NULL,360
c19c856e-f933-4048-ac83-7ddb190f4b63,NULL,NULL,1,1,400,2150,10.1240699,NULL,360
9f4548eb-467b-4d0b-86fa-ee3b4e653349,NULL,NULL,1,1,700,7500,2.456058323,NULL,360
11e3d0a8-305c-4329-91b8-3fcf55cc16a6,NULL,NULL,1,1,259,29125,230.7889547,NULL,360
07cc63a2-fff3-4d77-a54f-6bed7c2e2a11,NULL,NULL,1,1,500,29125,38.13114468,NULL,360
e3871c95-0493-4a7e-ba01-915870cf85a9,NULL,NULL,0,1,2000,29125,2.04852595,NULL,360
75d87f57-2194-4cd3-84b6-7f0528628908,NULL,NULL,1,1,350,7800,6.297236217,NULL,360
66b22f7a-05f3-40c7-9724-1e17228537b6,NULL,NULL,1,1,200,29125,154.5936811,NULL,360
41e5424c-6c7d-424d-bbdc-3dd79b0d5a5b,NULL,NULL,1,1,824,29125,31.61863985,NULL,360
f1a22fb6-fdcd-44c3-a96a-19644f3c81b2,NULL,NULL,1,1,1000,29125,70.8818235,NULL,360
b8097b3c-26ec-40bc-ad28-70da42505612,NULL,NULL,1,1,350,2800,28.47310202,NULL,360
b8c366d6-2872-4d40-80b5-ea7baae46472,NULL,NULL,1,1,272,9714,124.8042224,NULL,360
6e9e4049-0da9-4aed-b021-df2c6fe59eba,1,0,1,1,33,10687,18.442079,NULL,360
5b1ea85c-b7b5-4c4e-964c-33ccc86285ee,NULL,NULL,1,1,259,29125,175.0662477,NULL,360
1a9252b4-cd6f-4054-bdd2-c8614e5d278a,NULL,NULL,1,1,1000,29125,4.748981142,NULL,360
846a9a10-73ff-46d4-acbf-06e6dca50bb1,NULL,NULL,1,1,201,29125,66.09078529,NULL,360
de9067d8-b4d5-4f9d-aeee-d2e7eb4857e3,1,0,1,1,51,10687,5.208406155,NULL,360
aabdb1d0-278a-4a9b-b744-493fc3f43f64,NULL,NULL,1,1,259,7500,93.64634877,NULL,360
a59ffe7f-694c-4d75-a168-1b16846155f9,NULL,NULL,1,1,400,2150,713.6834728,NULL,360
2780dc6f-760f-4081-8d38-941fa1f94b69,NULL,NULL,1,1,400,2150,8.802516517,NULL,360
4dc72f3c-d911-4a2a-9ac7-50bd2f493bbc,NULL,NULL,1,1,400,2150,4.684968602,NULL,360
34819aec-4207-45c5-a16f-866503a5a173,NULL,NULL,1,1,234,2800,24.05311311,NULL,360
4e9ca475-56b7-4563-bfbe-ae7f4f74962d,NULL,NULL,0,1,2000,29125,107.0174403,NULL,360
26bc94af-a445-46c4-9e65-7d3bf6d976ae,NULL,NULL,1,1,400,2150,20.71329803,NULL,360
08a2caf1-4774-4954-9874-1a33ea052e88,1,0,1,1,130,10687,0.16655215,NULL,360
adf39003-38f5-425a-90a6-2822d9fdb754,1,0,1,1,300,10687,14.04959018,00:00.0,360
e01015ba-353a-4eb6-a353-7df645d0bc4c,NULL,NULL,1,1,234,2150,10.05645455,NULL,360
8f35ea66-12e9-4165-86dd-fbe14a39f032,NULL,NULL,1,1,1500,14572,31.01486795,00:00.0,360
622d076f-e275-40d1-a706-30d4bf2e8fc0,NULL,NULL,1,1,1000,29125,465.2175224,NULL,360
4324058b-ffd1-4329-89ff-159d775c8dcd,NULL,NULL,1,1,400,2150,56.46846459,NULL,360
d6d6f221-38ff-46b3-8eee-24ec2f4f2d36,NULL,NULL,1,1,259,29125,83.31618107,NULL,360
b233bfdc-dc99-48ed-9213-94f4775c23d3,NULL,NULL,1,1,259,29125,302.6900643,NULL,360
e828dc7f-fa5c-4018-91e9-3d2e0371e3b2,NULL,NULL,1,1,1200,7500,11.02903425,NULL,360
0b3e6022-4e85-42e1-9d0e-c9c7573e7de1,NULL,NULL,1,1,201,29125,1.926823925,NULL,360
e52d650b-721c-41c6-9d40-23beb990f6c4,NULL,NULL,1,1,272,29125,2.027208362,NULL,360
15e5d403-3b74-45a7-bf22-606e6be0f810,NULL,NULL,1,1,100,29125,3.401648047,NULL,360
dbb9327d-6b27-4d6d-8236-293e75ffd727,NULL,NULL,1,1,400,2150,33.87167706,NULL,360
b1680974-1369-401c-b36f-972b70b73d8c,NULL,NULL,1,1,234,7500,9.623061672,NULL,360
c30752f3-d8fd-45a1-8edf-b6004bbf0aef,1,0,1,1,180,10687,0.229657522,NULL,360
1d5d9a64-7212-40cd-952f-1ff12ff0d133,NULL,NULL,1,1,20,14572,12.21626216,00:00.0,360
a6e5dcfc-50d7-42d5-9d60-5ed9d0c366ea,NULL,NULL,1,1,400,2150,146.7765394,NULL,360
33d10f58-7b3d-454f-b65f-1931d6f0d85c,1,0,1,1,51,10687,53.12997917,NULL,360
bb2be81d-34b5-4207-ba6d-a4f0f8a372fa,NULL,NULL,1,1,259,29125,39.21545191,NULL,360
4bbc6cc3-30fc-41ed-af2e-be9f3d6930f3,NULL,NULL,1,1,1200,7500,5.364091037,NULL,360
29c1bca2-7d8b-4810-80f0-460c90cdbe28,1,0,1,1,180,10687,6.984008847,NULL,360
72abad36-9a5f-49e9-839d-6049397dd779,NULL,NULL,1,0,800,9714,148.3363846,NULL,360
5764295f-0bf1-48a4-b81c-18ff19cf5487,1,0,1,1,250,10687,4.816615313,NULL,360
e302d42f-786b-4ce4-9d2a-e540e505cdb9,NULL,NULL,1,1,1500,29125,139.3811053,NULL,360
7fc13279-cb40-4091-b245-11017029fb8e,NULL,NULL,1,1,200,29125,185.710555,NULL,360
01ec0359-d0f6-4b45-9d21-265e33c5230e,1,0,1,1,51,10687,9.069469417,NULL,360
f8c9af45-2cb0-4875-af04-beb57269842a,NULL,NULL,1,1,234,7500,24.71032663,NULL,360
174f7a73-d651-48f4-85c5-731a6f7be40a,NULL,NULL,1,1,200,29125,121.7758456,NULL,360
cbad72c8-f4a9-472b-8391-38f1154d06d6,NULL,NULL,1,1,300,29125,3.96411437,NULL,360
924c1e7e-f6cb-46ad-9075-c40967656f6a,NULL,NULL,1,1,501,29125,110.1620539,NULL,360
d7576a4e-83f1-42f1-88de-22a536afb3b4,NULL,NULL,1,1,500,29125,6.280801347,NULL,360
df5916a1-cee5-4add-85fd-810140c689b8,NULL,NULL,1,1,259,29125,148.4935573,NULL,360
9b75861f-7b04-4a2b-8cde-ae8ed7284165,NULL,NULL,1,1,500,29125,92.93451233,NULL,360
b6890433-2a85-45bd-82b9-a5bce228c617,NULL,NULL,1,1,400,2150,86.81816015,NULL,360
d531578d-e7e0-4ecd-b513-2d1835696b04,NULL,NULL,1,1,350,2150,0.609620442,NULL,360
711a2c8d-65bd-4601-8191-fa2ecc8a51d6,1,0,1,1,190,10687,0.236415077,NULL,360
eee2059a-d365-488c-a82d-3df31acbb99d,NULL,NULL,1,1,201,29125,115.6381675,NULL,360
7d0c63e8-6855-4ca1-ab86-99a1ce130391,NULL,NULL,1,1,234,2150,12.94656504,NULL,360
f3d3ad41-1fbe-4266-919b-259e4e5a82ba,NULL,NULL,1,1,350,7500,7.038619183,NULL,360
1b600c2b-8913-4c1a-b1d7-0aed8d8e7f4c,NULL,NULL,1,1,259,29125,353.1428045,NULL,360
2b8f15ed-98ef-4103-a2c0-c609605bc1b8,NULL,NULL,1,1,400,2150,10.03041024,NULL,360
661702bd-b783-4bb8-965c-fe2e954386f2,1,0,1,1,51,10687,87.45656779,NULL,360
f26deefe-8d04-4c75-aa1f-544ce41aa73d,NULL,NULL,1,1,400,2150,1.723205663,NULL,360
17a66d5c-a2c1-4e4a-ab99-f78a21227cd8,NULL,NULL,1,1,500,7500,3.98788604,NULL,360
31be5627-a8ab-4955-a7c1-2756dae1aef6,1,0,1,1,190,10687,2.252066767,NULL,360
bdc927d1-a0ea-45ec-9b9e-5a95375efe9e,NULL,NULL,1,1,400,2150,54.4116139,NULL,360
68eb4ac6-d52c-4490-9f64-67f3e9cb2950,NULL,NULL,1,1,500,29125,0.393254002,NULL,360
b001712e-7208-4009-b111-e41eec6eb681,NULL,NULL,1,1,234,2150,2.971501985,NULL,360
3b050fb4-bf97-4ac0-ae1e-3cb880b549ce,NULL,NULL,1,1,500,29125,16.1093725,NULL,360
8ebc81d0-34e9-4336-a09d-08dd1865cfb7,NULL,NULL,1,1,234,2150,15.9163891,NULL,360
a61f079c-0c73-4e0f-96a3-ca8eee54f26d,1,0,1,1,120,10687,7.15885514,NULL,360
873e49b6-e484-4e53-8736-f0bae549eba3,NULL,NULL,1,1,400,2150,66.48175912,NULL,360
5b5f115e-9aee-4d79-8bc7-86204a0a286a,NULL,NULL,1,1,1000,29125,0.947062615,NULL,360
b4bc3bdf-24e8-462d-81f9-4062d676c8eb,NULL,NULL,1,1,100,29125,223.7490022,NULL,360
81c19f71-5ad0-4068-9d3d-566e0954f4e0,1,0,1,1,37,10687,24.96343672,NULL,360
4f6ca8e5-8d56-4598-8456-54bb55f28f2d,NULL,NULL,1,1,100,29125,34.54437341,NULL,360
ecdec250-0d79-4877-bfbf-56655afb0186,NULL,NULL,1,1,250,29125,155.1506302,NULL,360
79c8aa3e-224c-428b-8224-5b96048f887b,NULL,NULL,1,1,200,29125,126.6637557,NULL,360
037dca84-ce6c-42d3-b2bc-698ba740e2c2,NULL,NULL,1,1,272,29125,78.31959757,NULL,360
db0963b0-0dd4-4e19-9b38-8851498bead8,NULL,NULL,1,1,259,147,54.04759855,NULL,360
b5549c30-1e97-40e3-8ea2-7573d088ed17,NULL,NULL,1,1,51,29125,12.47672045,NULL,360
c81dee23-5d6a-44cb-b9fb-ee038f04dc97,NULL,NULL,1,1,350,2150,23.71636032,NULL,360
607808ec-4b86-4e84-88bf-ddd764a95e45,NULL,NULL,1,1,8000,14572,2.582173042,00:00.0,360
313bd263-95dc-41b8-b415-e69aa532a111,NULL,NULL,1,1,300,29125,1.17513178,NULL,360
6a5596aa-216c-4eab-b630-c809d8b7a59c,NULL,NULL,1,1,200,29125,232.4512976,NULL,360
c14f58c8-ff58-483f-bc2f-e136138eb442,NULL,NULL,1,1,234,2150,8.86558955,NULL,360
4c8b78ff-a146-4f43-9a7a-4dfc6a8e16c7,1,0,1,1,43,10687,2.349722792,NULL,360
23c7d099-664c-4597-9c87-2ef46a50b97f,NULL,NULL,0,1,2000,29125,165.1924551,NULL,360
7a9b7c9c-1fd0-53ea-9446-367062a33784,NULL,NULL,1,1,400,29125,11.44734736,NULL,360
a1820907-8c84-4de4-b6a6-b45167ce0d4a,NULL,NULL,1,1,500,29125,67.35023964,NULL,360
d9cb2659-be31-4a57-9441-6e3ce06afb51,NULL,NULL,1,1,259,29125,91.4050847,NULL,360
b6e2e9ad-4bb9-41c2-9b72-e40c0a2ea0dc,NULL,NULL,1,1,1000,29125,2.020955417,NULL,360
eb8aabcb-2c31-4387-9e57-e0bf4f632670,NULL,NULL,1,1,500,29125,84.79032708,NULL,360
a7a066c1-5422-4541-8ec7-2b2431de3fe1,NULL,NULL,1,1,400,2150,38.45553558,NULL,360
863719a5-e600-4e51-b8fc-f9b7fe2ca976,1,0,1,1,200,10687,1.954493642,NULL,360
3b7ba92a-51a4-4047-a59b-a5c336c8385d,1,0,1,1,51,10687,33.9158248,NULL,360
de516690-0d56-40bc-a90c-b20e6054a493,NULL,NULL,1,1,100,29125,20.43275478,NULL,360
93a9b921-dd6c-43c7-9c92-60839470bd81,NULL,NULL,1,1,100,29125,28.32919158,NULL,360
4ca36d63-399e-4d6b-bd35-477ef420b4f9,1,1,0,1,500,9714,126.1494209,NULL,360
a0c36c70-b408-434b-8a5e-8cfb2317256a,NULL,NULL,1,1,350,2800,23.66498418,NULL,360
bc776df0-9ab3-4ee7-8347-c32700be273c,1,0,1,1,33,10687,1.85730669,NULL,360
5b196d23-7ee1-42f8-9bc8-18e87720df95,NULL,NULL,1,1,700,7500,14.55591254,NULL,360
1b309683-d36e-4677-92c8-9a48e5a7cc78,NULL,NULL,1,1,259,120,301.2986108,NULL,360
f2d8f2af-09c8-4597-a54a-fbade91bf825,NULL,NULL,1,1,400,2150,30.83408861,NULL,360
b1e3701d-1270-4346-9fb2-e40a62e1a69d,1,NULL,1,1,259,10687,78.46786538,NULL,360
f66275a6-dcf8-49a0-afc6-c8b6a6b45a7a,NULL,NULL,1,1,259,29125,14.65884353,NULL,360
6a216359-ffb3-4f85-aa3a-b590db86bc23,NULL,NULL,1,1,500,7800,1.532805298,NULL,360
f1bbcb79-b12a-4af7-9739-15038aacc3fe,1,0,1,1,51,10687,21.2006166,NULL,360
3f4a88ac-4f5a-440d-a1e2-88cbd46ef65b,NULL,NULL,1,1,400,2150,699.7382605,NULL,360
54cfd774-502b-47bf-8037-d2ecfd2180f9,NULL,NULL,1,1,400,2150,644.7891539,NULL,360
6a39b960-0dde-4b2b-8719-aa64f6e75c3e,NULL,NULL,1,1,234,2150,16.93219506,NULL,360
b53e644c-93f4-4218-8739-d764222b77e8,NULL,NULL,1,1,234,7800,12.76872543,NULL,360
53fbb219-2860-4958-8988-3b5058b46c1e,NULL,NULL,1,1,259,29125,0.868151502,NULL,360
24c646be-0556-4c89-b449-360f2a25527c,NULL,NULL,1,1,400,2150,177.7212539,NULL,360
7eccf150-6e6b-4502-a64d-a0cb95ad3b8e,1,0,1,1,10,0,11.36856361,00:00.0,360
e16d9d9a-0726-406b-834d-3fe3814a016f,NULL,NULL,1,1,259,29125,319.0908198,NULL,360
17cbeb8e-a276-429a-86a2-2310e8cfc7d6,NULL,NULL,1,1,234,2150,9.412370312,NULL,360
ba5c0469-fe96-4dca-aea7-f3c3f3a9ffae,NULL,NULL,1,1,350,2800,9.164030415,NULL,360
afa785af-00ea-45b7-b2ca-a6054a2ea5db,1,0,1,1,200,10687,3.460195283,NULL,360
d47832ca-ca2b-4703-b21b-84cc7bfdaaaf,NULL,NULL,1,1,234,7500,13.85161797,NULL,360
9044ad74-2910-45da-9ffe-702c67839227,NULL,NULL,1,1,500,29125,26.47262291,NULL,360
00b1e668-35fd-4614-af9b-1ee3ef14aa18,NULL,NULL,1,1,700,2800,22.86509895,NULL,360
4bb6251c-db61-4bf4-bc73-be7db3faf761,1,0,1,1,35,10687,13.68102657,NULL,360
c31a2460-20fe-4c79-a4e6-841a403d99a0,NULL,NULL,1,1,200,29125,9.12731347,NULL,360
fc098f74-6c6d-4456-8306-e1ee678aa9f7,NULL,NULL,1,1,259,29125,233.0638126,NULL,360
008168a6-2456-4a22-bc8b-b201a14807f1,NULL,NULL,1,1,234,2800,8.487333277,NULL,360
9a390884-49c0-4fb4-99c1-2a2371c10099,NULL,NULL,1,1,1999,29125,58.91166045,NULL,360
d2160f42-d394-471f-a41a-95894fa42ec7,NULL,NULL,1,1,1000,29125,661.2629543,NULL,360
1106EACE-E56F-452D-9CDB-C6306D66032D,1,0,1,1,1000,0,5.290205615,00:00.0,360
CAD72A3D-7A38-419A-9295-675FA899852D,1,0,1,1,200,10687,2.333099792,NULL,360
D52A83E8-9791-483A-AFBB-B3E67C5F9E0B,1,0,1,1,10,0,17.21048698,00:00.0,360
32A48DB8-4BB7-4D89-93E9-0B030BAC7730,1,0,1,1,51,10687,14.24679034,NULL,360
BED745C1-3730-4755-9DA0-120B4BF5FFAA,1,0,1,1,51,10687,11.2272582,NULL,360
A595B4DF-B52A-4AF2-9EB1-6EC3AF458EE0,1,0,1,1,180,10687,14.91999135,NULL,360
57BBE03E-E81A-4632-92DE-FF834AFC1DFD,1,0,1,1,27,10687,1.176373537,NULL,360
9E8C6490-6B4C-4CBD-860C-023E057F590C,1,0,1,1,27,10687,14.48219591,NULL,360
163A869E-6B4B-430E-9957-7CB1B9393575,1,0,1,1,1000,0,12.19907017,NULL,360
0A801C11-CCA2-486F-875B-A977899BE458,1,0,1,1,250,10687,1.60114304,NULL,360
3B158997-C3ED-4B77-B18E-BAF51A6F4ED8,1,0,1,1,50,10687,15.44743869,40:00.0,360
B78A63F0-8C6E-4F5A-9A7A-D0A561194E67,1,0,1,1,51,10687,40.86770254,NULL,360
2311C85A-1F7A-44D9-8794-E677E3C9ECE4,1,0,1,1,120,10687,1.976015693,NULL,360
A22DE3B8-B6FE-43C1-9C46-FDB20B0368E0,1,0,1,1,100,10687,4.612292573,NULL,360
D5EE7EB7-314A-4534-AFF0-00AECBA7E4D0,1,0,1,1,25,10687,13.36301787,NULL,360
23347DCD-78F8-4E63-AC91-09C67C9396D7,1,0,1,1,27,10687,75.29014076,NULL,360
04568E87-07ED-47DD-8482-1FFE35351DFD,1,0,1,1,2000,10687,3.775889407,00:00.0,360
3BC91D78-CC19-4F25-9B68-3470E277DB22,1,0,1,1,51,10687,21.07214385,NULL,360
B2DF2099-DD15-418B-9474-386E7A84BECB,1,0,1,1,100,10687,1.674200612,NULL,360
1A6FBEFD-E372-43FD-A435-391590D53FCF,1,0,0,1,1999,10687,0.395895693,00:00.0,360
A610836B-AEC2-4749-87A1-3A0662C5AE6D,1,0,1,1,500,10687,0.678393962,00:00.0,360
DA30129D-9D63-480A-B292-3F810B925277,1,0,1,1,150,10687,3.077853057,NULL,360
9783A03C-3768-444B-9E8C-425D8B789E1C,1,0,1,1,51,10687,0.613239378,NULL,360
FBFD7066-CFB2-4A3D-B110-4BEF2F953B79,1,0,1,1,180,10687,2.69713582,NULL,360
80C15CA1-468A-4E6C-945D-5761AB6AF045,1,0,1,1,210,10687,0.488927258,NULL,360
D3A640E9-BC3C-4F46-8E72-5A745A245918,1,0,1,1,31,10687,27.14402499,NULL,360
2BB4635F-FE12-40F3-A4F4-6353634BD890,1,0,1,1,300,10687,4.289798892,NULL,360
E5726CD3-A377-4C27-9DA9-64DFE4377164,1,0,1,1,31,10687,15.83727854,NULL,360
E8DEC526-30FF-4386-BF8B-6F23E4E0A0B6,1,0,1,1,250,10687,4.256729492,NULL,360
7E34E7D0-8D87-4094-A3EF-7CD1BF6C540B,1,0,1,1,259,0,1.0213374,00:00.0,360
50BA9C14-6079-42A1-B180-86245475C40C,1,0,1,1,25,10687,5.284917998,NULL,360
2B32E2DE-BB6B-46E8-98DC-88BB9B808CCF,1,0,1,1,250,10687,12.63886327,NULL,360
38CD1D1D-436F-4BE2-B0FC-955C01D731E9,1,0,1,1,11,10687,14.0702738,NULL,360
F2793126-E533-427B-A631-B6C52BFBA5EF,1,0,1,1,200,10687,14.51366287,NULL,360
E4248411-037B-4370-8A26-F1502EB14317,1,0,1,1,51,10687,40.20565808,NULL,360
AC580C8A-AAB7-46F3-BE69-01E19A0CB942,1,0,1,1,250,10687,1.433390007,NULL,360
CC413EA1-A8E0-4073-B2B2-059A3C1AF0CE,1,0,1,1,27,10687,29.50616104,NULL,360
68E2CF32-887B-4378-B949-146E4AB6602A,1,0,1,1,29,10687,2.098502105,NULL,360
F337A48F-B553-47B8-8666-1548F8900BA6,1,1,0,1,500,9714,1.591915973,NULL,360
4CA64F38-1A9F-4750-8ACE-171A6D5D36E1,1,0,1,1,240,10687,1.93690349,NULL,360
6B2EE2AA-E580-4F08-B3BD-186295A2F857,1,0,1,1,190,10687,0,NULL,360
780D6957-30F1-4CDD-9736-1B408E595CE2,1,0,1,1,600,10687,50.29139248,00:00.0,360
DE8B51E8-C052-4034-9B11-1D135479CA7E,1,0,1,1,170,10687,0,NULL,360
27386544-7F1C-407A-988A-1FF76D43D3C5,1,0,1,1,5000,10687,11.1682428,00:00.0,360
27386544-7F1C-407A-988A-1FF76D43D3C5,1,0,1,1,5000,10687,11.1682428,00:00.0,360
5B8FE30E-0A9D-481E-B9D2-27B46E318F64,1,0,1,1,1000,10687,4.352944795,00:00.0,360
F253C767-3000-41AA-BD8B-2A10909DD681,1,0,1,1,60,10687,8.20061551,NULL,360
00A13434-F38C-4F4B-9110-2AFEE757CFA4,1,0,1,1,250,10687,0.605834587,NULL,360
A01AC79A-6062-48EB-A0D7-2F0E9EC176A0,1,0,1,1,39,10687,0.250502213,NULL,360
3AEC047E-0B4F-4648-A2E2-315C4E0147DB,1,0,1,1,600,10687,11.84808235,00:00.0,360
3128CF8E-5EB9-4C67-BA42-325F8B6C2F20,1,0,1,1,250,10687,1.410528458,NULL,360
D60E4B43-85D9-4737-B030-3CAF596EB176,1,0,1,1,4000,0,3.122284823,00:00.0,360
209D3394-446C-41C1-BA98-3CC44B88072C,1,0,1,1,190,10687,4.911221285,NULL,360
E9FCA81A-BF25-45AC-A194-3DBA42A6952B,1,0,1,0,1000,10687,29.36154023,10:00.0,360
4333119E-FCDD-4D4C-AA34-4B5C921AD99A,1,0,1,1,51,10687,9.239751735,NULL,360
C11B1739-2231-4039-9547-503C4FA27CAD,1,0,1,1,51,10687,149.1868948,NULL,360
6B78428D-21CD-4224-89A9-5A371A574C41,1,0,1,1,17,10687,27.62177044,NULL,360
F5458CA4-57D9-48AD-A6AF-6259CE5570CB,1,1,0,1,500,9714,56.63596796,NULL,360
A721151B-2BB9-4011-8DB7-6886634B1A09,1,0,1,1,170,10687,0,NULL,360
CD3BF772-A0A4-4B43-BBF6-6AD6549F1040,1,0,1,1,15,10687,16.3787988,NULL,360
AAF59FEE-CB99-4E26-8B1E-6BBFA6CF9BE6,1,0,1,1,190,10687,0.950717667,NULL,360
5E7F8857-32F6-401D-8086-7330DF6A87C5,1,0,1,1,250,10687,0.781396907,NULL,360
093C3309-39CC-406C-B62D-742EBEEB2895,1,0,1,1,51,10687,28.96084149,NULL,360
